TRIP
DATE 2005-07-01 
DECLINATION     0.00
DATA
1.15		208.49	-10.34	1.287	>
1.15		243.53	-6.23	2.379	>
1.15		259.21	-4.45	2.846	>
1.15		327.87	-3.77	2.446	>
1.15		298.61	-2.14	2.891	>
1.15		285.57	0.92	3.852	>
1.15		279.11	-0.75	3.834	>
1.15	1.16	268.76	-5.88	3.893	>
1.16		25.37	-8.13	1.167	>
1.16		157.66	-17.19	0.947	>
1.16		326.55	-21.56	1.682	>
1.16		307.19	-20.89	1.937	>
1.16		290.03	-20.81	2.336	>
1.16		278.39	-16.46	4.439	>
1.16		262.04	-16.50	5.340	>
1.16		256.72	-15.68	5.111	>
1.16		244.31	-16.77	4.301	>
1.16		227.12	-19.46	3.590	>
1.16		214.26	-25.43	3.533	>
1.16		247.07	-24.11	4.035	>
1.16		270.25	-25.75	4.038	>
1.16	1.17	260.81	-20.77	4.705	>
1.13	22.0	0.00	0.00	0.000	>
22.0	22.1	153.98	44.82	1.778	>
22.1		215.85	50.07	0.665	>
22.1		129.52	-7.00	0.410	>
22.1		268.93	-0.23	1.232	>
22.1		301.48	-50.96	0.639	>
22.1		221.13	-4.42	2.051	>
22.1		198.58	-0.31	4.007	>
22.1		160.25	0.81	1.134	>
22.1		170.03	-2.53	3.873	>
22.1		164.05	-2.83	1.804	>
22.1	22.2	186.56	-4.19	5.046	>
22.2		79.51	55.01	0.881	>
22.2		257.09	59.95	0.840	>
22.2		81.16	11.01	1.544	>
22.2		39.45	5.17	2.010	>
22.2		112.04	-0.39	2.201	>
22.2		166.99	12.36	1.369	>
22.2	22.3	132.14	-1.54	3.727	>
1.11	23.0	0.00	0.00	0.000	>
23.0	23.1	35.92	7.08	1.445	>
23.1		336.11	-3.98	1.008	>
23.1		242.63	-2.83	0.669	>
23.1		197.35	-83.89	0.315	>
23.1		284.89	3.37	2.888	>
23.1	23.2	284.66	3.65	2.831	>
23.2		21.14	62.37	1.387	>
23.2		76.37	6.84	0.731	>
23.2		195.15	-53.00	0.496	>
23.2		226.78	-25.98	0.733	>
23.2		327.66	17.72	2.316	>
23.2		277.39	1.30	1.144	>
23.2		323.39	17.62	2.217	>
23.2		26.50	27.15	1.720	>
23.2		9.85	36.80	2.359	>
23.2		336.67	36.45	2.735	>
23.2	23.3	356.64	44.68	3.796	>
23.3		247.35	63.06	0.940	>
23.3		90.50	-14.63	0.954	>
23.3		255.27	12.24	0.660	>
23.3		31.56	17.03	1.680	>
23.3		357.11	13.21	2.346	>
23.3		324.98	16.74	1.389	>
23.3		255.32	19.30	0.865	>
23.3		284.60	26.35	1.262	>
23.3		256.40	46.97	0.929	>
23.3		274.60	0.74	6.506	>

PLAN
STATIONS
0.000	0.000	1.0
-4.203	-3.749	1.1
-1.537	-9.496	1.2
-10.707	-12.619	1.3
-18.472	-10.773	1.4
-21.411	-6.667	1.5
-25.674	-5.623	1.6
-31.010	0.831	1.7
-44.060	-1.129	1.8
-44.468	-0.459	1.9
-48.756	1.168	1.10
-51.285	-0.636	1.11
-52.942	-1.392	1.12
-54.769	-0.285	1.13
-57.126	0.249	1.14
-59.173	-1.519	1.15
-63.045	-1.603	1.16
-67.388	-2.306	1.17
-54.769	-0.285	22.0
-54.216	-1.418	22.1
-54.791	-6.418	22.2
-52.028	-8.918	22.3
-51.285	-0.636	23.0
-50.444	0.525	23.1
-53.177	1.240	23.2
-53.335	3.934	23.3
0.340	-11.730	1.2
SHOTS
-53.177	1.240	-53.335	3.934
-53.335	3.934	-53.728	3.770
-53.335	3.934	-52.412	3.926
-53.335	3.934	-53.959	3.770
-53.335	3.934	-52.494	5.303
-53.335	3.934	-53.450	6.215
-53.335	3.934	-54.098	5.023
-53.335	3.934	-54.125	3.727
-53.335	3.934	-54.429	4.219
-53.335	3.934	-53.951	3.785
-53.335	3.934	-59.819	4.456
-50.444	0.525	-53.177	1.240
-53.177	1.240	-52.945	1.840
-53.177	1.240	-52.472	1.411
-53.177	1.240	-53.255	0.952
-53.177	1.240	-53.657	0.789
-53.177	1.240	-54.357	3.104
-53.177	1.240	-54.311	1.387
-53.177	1.240	-54.437	2.936
-53.177	1.240	-52.494	2.610
-53.177	1.240	-52.854	3.101
-53.177	1.240	-54.048	3.260
-51.285	-0.636	-50.444	0.525
-50.444	0.525	-50.851	1.444
-50.444	0.525	-51.037	0.218
-50.444	0.525	-50.454	0.493
-50.444	0.525	-53.230	1.266
-51.285	-0.636	-51.285	-0.636
-54.791	-6.418	-52.028	-8.918
-54.216	-1.418	-54.791	-6.418
-54.791	-6.418	-54.294	-6.326
-54.791	-6.418	-55.201	-6.512
-54.791	-6.418	-53.293	-6.185
-54.791	-6.418	-53.519	-4.872
-54.791	-6.418	-52.751	-7.244
-54.791	-6.418	-54.490	-7.721
-54.769	-0.285	-54.216	-1.418
-54.216	-1.418	-54.466	-1.764
-54.216	-1.418	-53.902	-1.677
-54.216	-1.418	-55.448	-1.441
-54.216	-1.418	-54.559	-1.208
-54.216	-1.418	-55.561	-2.958
-54.216	-1.418	-55.493	-5.216
-54.216	-1.418	-53.833	-2.485
-54.216	-1.418	-53.546	-5.229
-54.216	-1.418	-53.721	-3.150
-54.769	-0.285	-54.769	-0.285
-63.045	-1.603	-67.388	-2.306
-59.173	-1.519	-63.045	-1.603
-63.045	-1.603	-62.550	-0.559
-63.045	-1.603	-62.701	-2.440
-63.045	-1.603	-63.907	-0.298
-63.045	-1.603	-64.487	-0.509
-63.045	-1.603	-65.097	-0.855
-63.045	-1.603	-67.257	-0.982
-63.045	-1.603	-68.116	-2.312
-63.045	-1.603	-67.834	-2.733
-63.045	-1.603	-66.756	-3.388
-63.045	-1.603	-65.525	-3.906
-63.045	-1.603	-64.841	-4.240
-63.045	-1.603	-66.437	-3.038
-63.045	-1.603	-66.682	-1.587
-57.126	0.249	-59.173	-1.519
-59.173	-1.519	-60.297	-1.381
-59.173	-1.519	-59.304	-2.431
-59.173	-1.519	-59.342	0.459
-59.173	-1.519	-58.718	-1.965
-59.173	-1.519	-59.777	-2.632
-59.173	-1.519	-61.290	-2.573
-59.173	-1.519	-61.960	-2.050
-59.173	-1.519	-60.471	0.548
-59.173	-1.519	-61.709	-0.136
-59.173	-1.519	-62.883	-0.485
-59.173	-1.519	-62.958	-0.912
-54.769	-0.285	-57.126	0.249
-57.126	0.249	-57.321	1.049
-57.126	0.249	-57.237	-1.930
-57.126	0.249	-56.941	-0.703
-57.126	0.249	-60.357	-2.389
-57.126	0.249	-56.904	-1.934
-57.126	0.249	-55.460	1.511
-57.126	0.249	-59.286	-1.671
-52.942	-1.392	-54.769	-0.285
-54.769	-0.285	-54.667	-0.038
-54.769	-0.285	-54.357	-2.120
-51.285	-0.636	-52.942	-1.392
-52.942	-1.392	-52.977	-0.989
-52.942	-1.392	-52.892	-0.999
-52.942	-1.392	-52.965	-0.664
-52.942	-1.392	-52.947	-1.532
-52.942	-1.392	-53.646	-1.317
-52.942	-1.392	-53.612	0.170
-52.942	-1.392	-54.293	0.515
-48.756	1.168	-51.285	-0.636
-51.285	-0.636	-51.186	-0.738
-51.285	-0.636	-51.287	-0.842
-51.285	-0.636	-51.386	-0.370
-51.285	-0.636	-49.489	-0.603
-51.285	-0.636	-51.706	-1.229
-51.285	-0.636	-52.761	-1.387
-44.468	-0.459	-48.756	1.168
-48.756	1.168	-48.734	1.125
-48.756	1.168	-48.795	2.345
-48.756	1.168	-48.154	-0.712
-48.756	1.168	-46.159	-1.337
-48.756	1.168	-47.499	-1.088
-48.756	1.168	-49.247	-0.723
-48.756	1.168	-45.781	1.144
-48.756	1.168	-47.375	1.807
-48.756	1.168	-49.868	1.777
-48.756	1.168	-50.905	-1.545
-48.756	1.168	-50.899	-1.590
-44.060	-1.129	-44.468	-0.459
-44.468	-0.459	-45.324	-0.127
-44.468	-0.459	-45.106	-0.204
-44.468	-0.459	-45.008	-0.256
-44.468	-0.459	-45.101	-0.223
-31.010	0.831	-44.060	-1.129
-44.060	-1.129	-44.064	-1.125
-44.060	-1.129	-44.240	-1.838
-44.060	-1.129	-43.836	1.247
-44.060	-1.129	-44.028	-1.744
-44.060	-1.129	-44.728	-1.326
-44.060	-1.129	-45.481	1.185
-44.060	-1.129	-42.201	-2.006
-44.060	-1.129	-42.487	1.621
-44.060	-1.129	-46.372	1.420
-25.674	-5.623	-31.010	0.831
-31.010	0.831	-31.657	-0.121
-31.010	0.831	-31.900	-1.715
-31.010	0.831	-31.796	0.163
-31.010	0.831	-30.722	-2.537
-31.010	0.831	-31.817	-1.721
-31.010	0.831	-34.958	-2.048
-31.010	0.831	-36.782	-1.512
-31.010	0.831	-32.581	1.012
-31.010	0.831	-33.547	0.634
-31.010	0.831	-29.697	-0.316
-21.411	-6.667	-25.674	-5.623
-25.674	-5.623	-25.792	-5.551
-25.674	-5.623	-25.333	-5.035
-25.674	-5.623	-25.872	-7.024
-25.674	-5.623	-26.203	-6.086
-25.674	-5.623	-25.099	-5.626
-25.674	-5.623	-24.348	-6.920
-25.674	-5.623	-27.376	-6.082
-25.674	-5.623	-28.158	-5.114
-25.674	-5.623	-26.530	-3.009
-25.674	-5.623	-27.623	-1.680
-25.674	-5.623	-28.576	-3.424
-18.472	-10.773	-21.411	-6.667
-21.411	-6.667	-22.186	-7.503
-21.411	-6.667	-21.779	-8.693
-21.411	-6.667	-21.954	-7.152
-21.411	-6.667	-19.063	-7.180
-21.411	-6.667	-17.816	-8.599
-21.411	-6.667	-19.844	-6.592
-21.411	-6.667	-20.387	-8.757
-21.411	-6.667	-21.853	-8.434
-21.411	-6.667	-23.045	-7.888
-21.411	-6.667	-23.729	-6.957
-21.411	-6.667	-24.452	-5.203
-21.411	-6.667	-24.067	-4.124
-10.707	-12.619	-18.472	-10.773
-18.472	-10.773	-18.590	-10.478
-18.472	-10.773	-18.763	-11.054
-18.472	-10.773	-17.716	-9.137
-18.472	-10.773	-18.258	-9.048
-18.472	-10.773	-15.558	-12.123
-18.472	-10.773	-14.923	-10.495
-18.472	-10.773	-16.632	-9.608
-18.472	-10.773	-18.073	-9.001
-18.472	-10.773	-18.737	-7.846
-18.472	-10.773	-20.345	-6.833
-18.472	-10.773	-19.253	-9.783
-1.537	-9.496	-10.707	-12.619
-10.707	-12.619	-10.753	-12.316
-10.707	-12.619	-11.274	-9.546
-10.707	-12.619	-10.662	-13.062
-10.707	-12.619	-9.885	-11.633
-10.707	-12.619	-9.000	-9.680
-10.707	-12.619	-9.673	-10.474
-10.707	-12.619	-12.500	-9.538
-10.707	-12.619	-13.524	-11.295
-10.707	-12.619	-11.064	-12.783
-10.707	-12.619	-10.254	-13.372
-10.707	-12.619	-8.373	-13.819
-10.707	-12.619	-7.529	-13.317
-4.203	-3.749	-1.537	-9.496
-1.537	-9.496	-1.342	-9.732
-1.537	-9.496	-1.529	-9.679
-1.537	-9.496	-2.044	-8.997
-1.537	-9.496	-3.028	-8.467
-1.537	-9.496	-4.099	-7.805
-1.537	-9.496	-4.736	-7.470
-1.537	-9.496	-4.423	-7.638
-1.537	-9.496	-3.863	-7.977
-1.537	-9.496	-3.155	-8.434
-1.537	-9.496	-2.258	-9.090
-1.537	-9.496	-1.797	-9.410
-1.537	-9.496	-2.585	-10.921
-1.537	-9.496	-4.457	-5.295
-1.537	-9.496	-5.021	-7.900
-1.537	-9.496	-6.861	-10.823
-1.537	-9.496	-10.713	-12.613
-1.537	-9.496	-10.828	-12.666
0.000	0.000	-4.203	-3.749
-4.203	-3.749	-2.597	-4.909
-4.203	-3.749	-0.898	-3.927
-4.203	-3.749	-4.062	-4.175
-4.203	-3.749	-0.755	-9.226
-4.203	-3.749	-2.165	-10.494
-4.203	-3.749	3.348	-8.949
-4.203	-3.749	-4.614	-3.384
-4.203	-3.749	-4.309	-6.101
0.340	-11.730	0.263	-11.513	
0.340	-11.730	0.410	-10.852	
0.340	-11.730	0.587	-10.791	
0.340	-11.730	1.253	-10.880	
0.340	-11.730	1.941	-11.167	
0.340	-11.730	2.376	-11.784	
0.340	-11.730	2.163	-12.496	
0.340	-11.730	1.800	-12.508	
0.340	-11.730	1.354	-12.493	
0.340	-11.730	0.820	-12.572	
0.340	-11.730	0.539	-12.359	
0.340	-11.730	1.894	-11.622	
0.340	-11.730	1.199	-11.490	
0.340	-11.730	2.816	-11.783	
0.340	-11.730	5.724	-12.094	
0.340	-11.730	9.971	-13.880	
0.340	-11.730	10.098	-13.932	
POLYLINE BLACK
-70.475	28.330
POLYLINE BLACK
-56.595	4.000
-56.655	3.970
-56.835	4.000
-57.195	4.000
POLYLINE BLACK
-55.695	3.970
-55.875	3.970
-56.145	4.000
POLYLINE BLACK
-54.285	3.460
-54.615	3.670
-54.945	3.760
POLYLINE BLACK
-56.415	5.590
-56.655	5.650
-56.805	5.650
POLYLINE BLACK
-55.215	5.170
-55.365	5.200
-55.485	5.230
-55.605	5.260
POLYLINE BLACK
-54.195	5.020
-54.315	5.020
-54.375	5.050
-54.495	5.020
-54.675	5.020
POLYLINE BLACK
-53.895	5.740
-53.985	5.590
-54.075	5.470
-54.135	5.170
-54.135	5.050
-54.165	4.990
POLYLINE BLACK
-55.425	4.120
-55.365	4.060
POLYLINE BLACK
-53.205	6.160
-53.235	6.100
-53.355	6.100
-53.655	5.890
-53.805	5.740
-54.045	5.380
POLYLINE BLACK
-52.455	4.990
-52.485	5.110
-52.605	5.380
-52.875	5.770
-53.175	5.980
-53.205	6.040
-53.265	6.040
-53.385	6.130
POLYLINE BLACK
-53.595	6.200
-53.625	6.190
-53.665	6.200
POLYLINE BLACK
-52.475	3.890
-52.475	4.310
-52.485	4.340
-52.485	4.390
-52.475	4.410
-52.475	4.770
-52.465	4.810
-52.475	4.850
-52.475	4.940
-52.465	5.000
-52.465	5.060
-52.515	5.170
-52.515	5.230
-52.525	5.250
POLYLINE BLACK
-53.635	-0.240
-53.585	-0.230
-53.515	-0.200
-53.275	0.030
-53.105	0.130
-53.015	0.160
-52.955	0.170
POLYLINE BLACK
-52.315	0.470
-52.305	0.430
-52.305	0.380
-52.295	0.350
-52.295	0.260
-52.225	0.330
-52.205	0.430
POLYLINE BLACK
-52.165	-0.010
-52.145	0.000
-52.135	-0.020
-52.135	-0.190
-52.095	-0.110
-52.035	0.090
-52.035	0.050
-51.995	-0.010
-51.945	0.000
-51.905	0.040
-51.855	0.050
-51.825	-0.120
-51.805	-0.180
POLYLINE BLACK
-52.345	0.010
-52.325	-0.010
-52.255	-0.020
POLYLINE BLACK
-52.425	0.050
-52.405	0.050
-52.385	0.030
-52.385	-0.150
-52.295	0.090
-52.275	0.100
-52.255	0.090
-52.205	-0.050
-52.185	-0.240
POLYLINE BLACK
-52.605	0.080
-52.615	-0.030
-52.625	-0.080
-52.615	-0.100
-52.595	0.060
-52.555	0.170
-52.525	0.140
-52.455	-0.030
-52.445	-0.120
-52.485	-0.160
-52.525	-0.180
-52.575	-0.180
POLYLINE BLACK
-52.115	0.400
-52.085	0.360
-52.075	0.260
-52.055	0.260
-51.995	0.460
-51.945	0.510
-51.905	0.500
-51.895	0.480
-51.945	0.410
-51.995	0.300
-51.895	0.270
-51.865	0.270
POLYLINE BLACK
-52.485	0.440
-52.505	0.350
-52.495	0.300
-52.435	0.310
-52.395	0.350
-52.385	0.420
-52.405	0.440
-52.415	0.480
POLYLINE BLACK
-52.645	0.460
-52.685	0.450
-52.785	0.330
